时段,短期预测风速,短期预测功率,实测风速,实测功率
02:30,8.65,33.81,9.83,41.15
02:45,8.76,33.79,9.14,35.82
03:00,8.90,33.64,9.75,36.33
03:15,9.04,33.37,9.61,39.50
03:30,9.17,33.03,10.70,43.84
03:45,9.27,32.70,10.89,46.14
04:00,9.36,32.41,10.25,43.14
04:15,9.43,32.31,9.34,37.55
04:30,9.48,32.66,8.74,31.73
04:45,9.53,32.67,7.78,22.22
05:00,9.57,32.33,6.75,15.23
05:15,9.48,31.97,6.16,12.74
05:30,9.37,31.74,5.78,10.37
05:45,9.25,31.45,5.93,11.11
06:00,9.12,30.99,6.78,15.37
06:15,8.98,30.20,7.31,19.15
06:30,8.83,29.31,7.56,21.48
06:45,8.66,28.41,6.89,17.40
07:00,8.47,27.39,6.36,13.18
07:15,8.24,26.37,5.03,7.29
07:30,7.97,25.51,4.30,4.40
07:45,7.78,24.54,4.42,4.57
08:00,7.59,23.56,5.61,8.88
08:15,7.39,22.43,5.38,8.29
08:30,7.17,21.01,5.13,7.15
08:45,6.99,19.72,5.01,6.37
09:00,6.78,18.66,4.46,4.70
09:15,6.54,17.19,4.63,5.26
09:30,6.27,15.16,4.82,5.68
09:45,6.00,12.59,4.61,5.33
10:00,5.73,9.98,4.33,4.23
10:15,5.44,8.22,3.93,3.01
10:30,5.14,7.17,3.36,1.85
10:45,4.86,6.60,2.51,0.32
11:00,4.59,5.95,2.19,0.25
11:15,4.28,5.60,0.90,-0.05
11:30,4.00,5.31,0.92,-0.06
11:45,3.76,5.13,1.58,-0.07
12:00,3.56,5.00,1.07,-0.06
12:15,3.40,4.86,0.90,-0.05
12:30,3.26,4.72,1.15,-0.06
12:45,3.14,4.66,1.27,-0.06
13:00,3.05,4.61,1.14,-0.06
13:15,2.99,4.58,1.07,-0.05
13:30,2.92,4.57,1.24,-0.06
13:45,2.87,4.57,1.80,-0.06
14:00,2.82,4.59,1.80,-0.00
14:15,2.78,4.61,2.02,0.13
14:30,2.75,4.64,2.87,0.94
14:45,2.71,4.67,3.47,1.85
15:00,2.68,4.71,3.99,3.36
15:15,2.65,4.76,4.35,4.32
15:30,2.62,4.83,4.22,4.03
15:45,2.58,4.94,4.63,4.90
16:00,2.54,5.05,4.52,4.89
16:15,2.51,5.16,4.26,3.89
16:30,2.49,5.25,3.98,3.08
16:45,2.47,5.35,3.56,2.26
17:00,2.48,5.42,3.17,1.34
17:15,2.50,5.30,3.05,1.17
17:30,2.53,5.17,2.88,0.84
17:45,2.58,5.02,2.57,0.39
18:00,2.64,4.87,2.51,0.37
18:15,2.71,4.73,2.73,0.56
18:30,2.79,4.61,2.71,0.68
18:45,2.88,4.52,2.56,0.51
19:00,2.96,4.45,2.76,0.70
19:15,3.04,4.42,2.54,0.38
19:30,3.11,4.43,2.22,0.09
19:45,3.17,4.48,2.12,-0.04
20:00,3.22,4.57,2.30,-0.00
20:15,3.28,4.56,2.33,-0.01
20:30,3.33,4.53,2.64,0.31
20:45,3.38,4.53,2.57,0.24
21:00,3.42,4.58,2.55,0.21
21:15,3.47,4.59,2.24,-0.01
21:30,3.50,4.62,1.47,-0.04
21:45,3.52,4.68,1.20,-0.05
22:00,3.55,4.76,1.29,-0.05
22:15,3.56,4.80,1.62,-0.05
22:30,3.55,4.81,1.81,-0.06
22:45,3.54,4.78,1.88,-0.06
23:00,3.52,4.72,1.74,-0.05
23:15,3.51,4.64,0.98,-0.05
23:30,3.50,4.58,0.51,-0.05
23:45,3.50,4.57,0.44,-0.05
20180829,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,1.81,6.32,0.84,-0.05
00:15,1.83,6.27,0.83,-0.05
00:30,1.84,6.22,0.99,-0.05
00:45,1.87,6.16,1.16,-0.05
01:00,1.89,6.08,1.12,-0.06
01:15,1.93,6.00,1.26,-0.06
01:30,1.98,5.90,1.03,-0.05
01:45,2.04,5.79,0.84,-0.05
02:00,2.10,5.69,0.50,-0.05
02:15,2.17,5.44,0.63,-0.05
02:30,2.25,5.21,0.89,-0.05
02:45,2.33,5.05,1.30,-0.05
03:00,2.41,4.96,1.52,-0.06
03:15,2.49,4.95,1.74,-0.06
03:30,2.57,4.96,1.17,-0.05
03:45,2.65,4.98,1.33,-0.05
04:00,2.71,4.98,1.63,-0.06
04:15,2.76,4.99,1.15,-0.05
04:30,2.79,5.01,0.85,-0.05
04:45,2.82,5.03,0.41,-0.05
05:00,2.84,5.05,0.46,-0.05
05:15,2.85,5.08,0.70,-0.05
05:30,2.85,5.09,1.46,-0.06
05:45,2.84,5.09,1.61,-0.06
06:00,2.81,5.06,1.14,-0.05
06:15,2.77,5.03,1.11,-0.05
06:30,2.74,5.01,1.00,-0.05
06:45,2.72,5.02,0.43,-0.05
07:00,2.70,5.05,0.47,-0.05
07:15,2.68,5.03,0.43,-0.05
07:30,2.65,4.97,0.26,-0.05
07:45,2.61,4.88,0.50,-0.05
08:00,2.57,4.82,0.83,-0.05
08:15,2.55,4.83,1.37,-0.05
08:30,2.55,4.93,2.12,-0.01
08:45,2.56,5.07,2.79,0.45
09:00,2.58,5.17,2.82,0.56
09:15,2.61,5.12,3.37,1.43
09:30,2.64,5.07,2.95,0.74
09:45,2.70,5.03,2.64,0.39
10:00,2.77,5.04,2.53,0.20
10:15,2.86,5.10,2.79,0.48
10:30,2.97,5.21,1.99,-0.02
10:45,3.07,5.36,1.09,-0.05
11:00,3.18,5.53,1.00,-0.06
11:15,3.27,5.72,1.30,-0.06
11:30,3.34,5.92,1.43,-0.06
11:45,3.41,6.10,1.43,-0.06
12:00,3.45,6.21,1.37,-0.06
12:15,3.46,6.17,1.38,-0.06
12:30,3.45,6.05,1.45,-0.06
12:45,3.43,5.88,1.70,-0.04
13:00,3.40,5.72,1.88,0.13
13:15,3.39,5.59,2.02,0.08
13:30,3.40,5.52,2.47,0.59
13:45,3.44,5.51,2.67,0.53
14:00,3.48,5.53,3.13,1.33
14:15,3.53,5.67,3.02,1.43
14:30,3.62,6.04,3.12,1.33
14:45,3.76,6.79,3.81,3.25
15:00,3.95,8.10,4.62,5.37
15:15,4.18,10.07,4.95,7.06
15:30,4.53,12.38,3.78,3.32
15:45,4.87,14.62,4.51,4.85
16:00,5.20,17.21,4.88,6.41
16:15,5.48,19.62,4.84,6.12
16:30,5.73,21.23,4.44,4.86
16:45,5.92,22.25,4.27,4.57
17:00,6.05,22.53,4.14,3.35
17:15,6.18,22.10,4.38,5.20
17:30,6.28,21.36,4.61,4.57
17:45,6.35,19.67,4.88,6.51
18:00,6.28,18.09,4.50,5.18
18:15,6.20,19.01,4.81,5.92
18:30,6.10,19.89,4.77,6.29
18:45,6.02,19.18,5.54,8.39
19:00,5.98,18.88,5.28,7.96
19:15,6.00,19.09,5.42,8.23
19:30,6.09,19.36,5.22,7.21
19:45,6.18,19.58,5.13,6.94
20:00,6.26,19.89,5.14,7.21
20:15,6.38,21.24,5.64,9.02
20:30,6.52,22.73,6.09,11.42
20:45,6.68,24.18,6.49,13.90
21:00,6.87,25.57,6.33,12.38
21:15,7.08,26.82,6.50,13.42
21:30,7.32,28.07,6.12,11.17
21:45,7.43,28.96,6.48,13.40
22:00,7.53,29.75,6.34,13.16
22:15,7.61,30.68,6.97,16.67
22:30,7.66,31.45,7.62,20.60
22:45,7.70,32.13,7.95,22.44
23:00,7.73,32.79,8.23,26.28
23:15,7.75,32.76,8.49,27.75
23:30,7.75,32.69,8.67,29.83
23:45,7.73,32.54,9.39,34.34
20180830,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,6.23,21.46,7.91,23.66
00:15,6.28,21.39,6.69,15.25
00:30,6.33,21.49,6.63,14.25
00:45,6.39,22.03,6.91,16.01
01:00,6.48,22.74,7.02,16.47
01:15,6.60,23.64,7.82,22.77
01:30,6.75,24.40,8.25,27.67
01:45,6.92,25.21,8.21,26.87
02:00,7.13,26.83,8.56,30.65
02:15,7.36,29.01,8.45,28.83
02:30,7.61,30.34,7.99,24.03
02:45,7.85,31.79,8.08,24.79
03:00,7.90,32.59,9.93,27.36
03:15,7.97,33.02,14.37,25.41
03:30,8.02,33.70,17.43,24.11
03:45,8.05,34.32,19.42,23.50
04:00,8.08,35.12,20.84,24.02
04:15,8.10,36.03,19.33,3.62
04:30,8.07,36.65,19.69,25.06
04:45,8.04,37.02,19.90,23.52
05:00,8.01,37.27,20.34,16.03
05:15,7.99,37.28,20.38,3.06
05:30,8.16,37.76,20.73,3.85
05:45,8.32,38.02,20.72,2.27
06:00,8.48,38.31,19.30,10.42
06:15,8.62,38.55,18.66,26.59
06:30,8.75,38.77,17.22,25.70
06:45,8.88,38.99,15.84,25.44
07:00,9.05,39.26,17.02,25.73
07:15,9.22,39.60,16.73,24.46
07:30,9.36,39.86,16.81,30.95
07:45,9.48,40.02,15.53,34.48
08:00,9.56,40.08,14.98,27.67
08:15,9.62,39.85,13.94,42.33
08:30,9.66,39.49,12.16,40.54
08:45,9.69,39.24,11.08,46.41
09:00,9.71,39.01,10.18,44.12
09:15,9.71,38.42,9.98,37.23
09:30,9.66,37.67,9.13,35.67
09:45,9.57,36.78,8.80,33.00
10:00,9.47,35.89,8.62,30.31
10:15,9.33,34.93,8.50,30.25
10:30,9.20,34.08,8.01,24.54
10:45,9.06,33.31,7.92,24.07
11:00,8.91,32.58,8.11,26.09
11:15,8.74,32.10,7.68,21.52
11:30,8.58,31.51,,
11:45,8.41,30.79,,
12:00,8.25,30.00,,
12:15,8.09,29.26,,
12:30,7.93,28.51,,
12:45,7.80,27.82,,
13:00,7.66,27.18,,
13:15,7.53,26.47,,
13:30,7.40,25.79,,
13:45,7.28,25.11,,
14:00,7.17,24.44,,
14:15,7.07,24.03,,
14:30,6.98,23.64,,
14:45,6.89,23.25,,
15:00,6.81,22.83,,
15:15,6.74,22.37,,
15:30,6.68,21.87,,
15:45,6.62,21.33,,
16:00,6.56,20.79,,
16:15,6.51,20.34,,
16:30,6.48,19.86,,
16:45,6.44,19.40,,
17:00,6.42,19.01,,
17:15,6.42,19.20,,
17:30,6.42,19.45,,
17:45,6.44,19.74,,
18:00,6.46,20.09,,
18:15,6.51,20.49,,
18:30,6.56,20.87,,
18:45,6.61,21.20,,
19:00,6.66,21.52,,
19:15,6.71,21.86,,
19:30,6.75,22.20,,
19:45,6.80,22.55,,
20:00,6.85,22.91,,
20:15,6.91,23.46,,
20:30,6.96,24.00,,
20:45,7.02,24.49,,
21:00,7.08,24.96,,
21:15,7.15,25.37,,
21:30,7.23,25.86,,
21:45,7.31,26.38,,
22:00,7.39,26.94,,
22:15,7.47,27.50,,
22:30,7.52,28.00,,
22:45,7.56,28.44,,
23:00,7.58,28.80,,
23:15,7.58,28.71,,
23:30,7.56,28.53,,
23:45,7.53,28.25,,
